 Time  pos_drone.x  pos_drone.y  pos_drone.z  vel_drone.x  vel_drone.y  vel_drone.z  yaw_laser 
0.000401952  0  0  0  0  0  0  0  
0.0200826  0  0  0  0  0  0  0  
0.0400901  0  0  0  0  0  0  0  
0.0600734  0  0  0  0  0  0  0  
0.0800879  0  0  0  0  0  0  0  
0.100103  0  0  0  0  0  0  0  
0.120092  0  0  0  0  0  0  0  
0.140089  0  0  0  0  0  0  0  
0.160097  0  0  0  0  0  0  0  
0.180091  0  0  0  0  0  0  0  
0.200057  0  0  0  0  0  0  0  
0.220083  0  0  0  0  0  0  0  
0.240647  0  0  0  0  0  0  0  
0.260089  0  0  0  0  0  0  0  
0.280099  0  0  0  0  0  0  0  
0.300108  0  0  0  0  0  0  0  
0.3201  0  0  0  0  0  0  0  
0.340101  0  0  0  0  0  0  0  
0.360089  0  0  0  0  0  0  0  
0.380085  0  0  0  0  0  0  0  
0.400094  0  0  0  0  0  0  0  
0.4201  0  0  0  0  0  0  0  
0.440119  0  0  0  0  0  0  0  
0.460107  0  0  0  0  0  0  0  
0.480108  0  0  0  0  0  0  0  
0.500097  0  0  0  0  0  0  0  
0.520088  0  0  0  0  0  0  0  
0.540086  0  0  0  0  0  0  0  
0.56009  0  0  0  0  0  0  0  
0.580105  0  0  0  0  0  0  0  
0.6001  0  0  0  0  0  0  0  
0.62009  0  0  0  0  0  0  0  
0.640114  0  0  0  0  0  0  0  
0.660109  0  0  0  0  0  0  0  
0.680093  0  0  0  0  0  0  0  
0.700094  0  0  0  0  0  0  0  
0.720115  0  0  0  0  0  0  0  
0.740118  0  0  0  0  0  0  0  
0.760282  0  0  0  0  0  0  0  
0.780116  0  0  0  0  0  0  0  
0.800103  0  0  0  0  0  0  0  
0.820119  0  0  0  0  0  0  0  
0.840096  0  0  0  0  0  0  0  
0.860112  0  0  0  0  0  0  0  
0.880115  0  0  0  0  0  0  0  
0.900118  0  0  0  0  0  0  0  
0.92012  0  0  0  0  0  0  0  
0.940123  0  0  0  0  0  0  0  
0.960122  0  0  0  0  0  0  0  
0.980099  0  0  0  0  0  0  0  
1.0001  0  0  0  0  0  0  0  
1.02011  0  0  0  0  0  0  0  
1.04009  0  0  0  0  0  0  0  
